id,age,body_type,diet,drinks,drugs,education,ethnicity,height,income,job,last_online,location,offspring,orientation,pets,religion,sex,sign,smokes,speaks,status,offspring_1,height2
2158,28,fit,strictly anything,not at all,never,graduated from college/university,white,71,0,sales / marketing / biz dev,30JUN12:10:48:00,"oakland, california","does not have kids, but might want them",straight,likes cats,atheism and somewhat serious about it,m,leo,yes,english (fluently),single,NO,180.34
2159,46,fit,mostly anything,socially,never,graduated from college/university,white,69,0,artistic / musical / writer,24JUN12:08:14:00,"san francisco, california",does not want kids,gay,likes dogs and likes cats,agnosticism,m,scorpio,sometimes,english,single,NO,175.26
2160,32,curvy,mostly anything,socially,never,graduated from masters program,black,62,0,medicine / health,23JUN12:15:51:00,"san mateo, california",does not have kids,straight,likes dogs and likes cats,christianity,f,aquarius,no,"english (fluently), spanish (okay), chinese (poorly)",single,NO,157.48
2161,26,a little extra,strictly anything,not at all,never,graduated from college/university,white,73,0,entertainment / media,15JUN12:18:47:00,"san francisco, california",does not have kids,straight,likes dogs and likes cats,atheism and laughing about it,m,scorpio,when drinking,english (fluently),single,NO,185.42
2162,28,thin,mostly vegetarian,rarely,sometimes,graduated from college/university,white,66,30000,rather not say,14MAR12:01:00:00,"south san francisco, california",does not have kids,straight,likes dogs and likes cats,agnosticism,m,libra,no,"english (fluently), spanish (poorly)",single,NO,167.64
2163,42,athletic,other,socially,never,graduated from masters program,white,72,0,computer / hardware / software,24JUN12:23:51:00,"san francisco, california","does not have kids, but might want them",straight,likes dogs and likes cats,agnosticism but not too serious about it,m,libra,no,english,single,NO,182.88
2164,58,average,mostly vegetarian,socially,never,graduated from high school,white,69,100000,medicine / health,30JUN12:07:24:00,"novato, california",has a kid,straight,likes dogs,christianity,m,virgo,no,english,single,YES,175.26
2165,44,fit,strictly anything,socially,never,graduated from college/university,white,66,100000,sales / marketing / biz dev,30JUN12:08:39:00,"oakland, california",has kids,straight,has dogs and has cats,buddhism and somewhat serious about it,f,taurus,no,"english (fluently), spanish (poorly)",single,YES,167.64
2166,24,curvy,mostly vegetarian,socially,never,graduated from college/university,white,66,0,other,28JUN12:07:54:00,"berkeley, california",does not have kids,straight,has dogs and has cats,atheism,f,aries,no,english (fluently),single,NO,167.64
2167,28,average,anything,rarely,never,graduated from masters program,asian,67,0,political / government,29JUN12:15:59:00,"san francisco, california",does not have kids,gay,likes dogs and has cats,christianity but not too serious about it,m,capricorn,no,"english (fluently), chinese (fluently), norwegian (poorly)",single,NO,170.18
2168,31,jacked,strictly other,socially,never,graduated from college/university,white,68,0,computer / hardware / software,29JUN12:23:36:00,"san rafael, california","does not have kids, but might want them",straight,likes dogs and likes cats,other and laughing about it,m,libra,no,english,single,NO,172.72
2169,48,athletic,mostly vegetarian,socially,never,graduated from college/university,white,67,0,other,30JUN12:12:21:00,"san francisco, california",does not have kids,gay,likes dogs and likes cats,other,f,pisces,no,english,single,NO,170.18
2170,48,average,mostly anything,very often,never,graduated from high school,white,70,100000,other,06MAR12:20:11:00,"san francisco, california","has a kid, but does not want more",straight,has dogs and likes cats,christianity and somewhat serious about i,m,taurus,no,english (okay),single,YES,177.8
2171,49,fit,mostly anything,often,never,graduated from college/university,white,70,0,computer / hardware / software,30JUN12:10:33:00,"san francisco, california",does not want kids,straight,likes dogs and dislikes c,christianity,m,cancer,no,english,single,NO,177.8
2172,29,athletic,anything,socially,never,graduated from college/university,asian,62,0,computer / hardware / software,30JUN12:13:29:00,"san francisco, california","does not have kids, but wants them",straight,has dogs and has cats,agnosticism,f,gemini,no,"english (fluently), chinese (okay), french (okay)",single,NO,157.48
2173,24,skinny,mostly other,socially,sometimes,working on college/university,black,73,20000,other,29JUN12:20:31:00,"san francisco, california",does not want kids,straight,likes cats,other but not too serious about it,m,gemini,yes,"english (fluently), japanese (poorly)",available,NO,185.42
2174,41,a little extra,mostly vegetarian,rarely,often,dropped out of two-year college,black,69,0,artistic / musical / writer,04OCT11:01:53:00,"oakland, california",does not want kids,gay,likes dogs and likes cats,buddhism and laughing about it,m,leo,no,english,seeing someone,NO,175.26
2175,31,full figured,mostly anything,rarely,never,graduated from masters program,white,67,0,computer / hardware / software,24JUN12:21:13:00,"san francisco, california","does not have kids, but might want them",straight,likes dogs,christianity but not too serious about it,f,sagittarius,no,"english (fluently), spanish (fluently), other (fluently), russian (oka",single,NO,170.18
2176,26,a little extra,anything,often,never,graduated from college/university,white,70,0,artistic / musical / writer,29MAY12:08:09:00,"san francisco, california",does not have kids,straight,likes cats,agnosticism but not too serious about it,m,virgo,no,english,single,NO,177.8
2177,26,average,mostly anything,socially,never,graduated from masters program,white,71,60000,banking / financial / real estate,12MAY12:20:31:00,"oakland, california","does not have kids, but wants them",straight,likes dogs and dislikes c,other,m,aries,no,english (fluently),single,NO,180.34
2178,59,fit,strictly anything,socially,never,graduated from college/university,white,73,0,science / tech / engineering,29JUN12:08:21:00,"san rafael, california",does not have kids,straight,likes dogs and likes cats,atheism and somewhat serious about it,m,pisces,no,english (fluently),single,NO,185.42
2179,23,athletic,strictly other,socially,sometimes,graduated from space camp,white,60,0,other,21JUN12:13:12:00,"richmond, california",does not want kids,straight,likes dogs and has cats,atheism and laughing about it,f,taurus,sometimes,"english (fluently), spanish (okay), french (poorly)",seeing someone,NO,152.4
2180,30,fit,mostly anything,socially,often,graduated from college/university,white,68,30000,medicine / health,29JUN12:13:16:00,"san francisco, california","does not have kids, but might want them",straight,has dogs and dislikes cat,other and very serious about it,f,capricorn,when drinking,"english (okay), spanish (okay)",single,NO,172.72
2181,41,athletic,anything,socially,never,dropped out of college/university,white,71,0,other,30JUN12:11:31:00,"albany, california","does not have kids, and does not want them",straight,likes dogs and likes cats,other and laughing about it,m,leo,no,"english (fluently), italian (fluently), french (okay)",single,NO,180.34
2182,26,skinny,strictly anything,often,sometimes,working on space camp,white,72,30000,sales / marketing / biz dev,17JUN12:21:57:00,"oakland, california","does not have kids, but might want them",straight,likes dogs,other and laughing about it,m,scorpio,sometimes,english (fluently),single,NO,182.88
2183,29,full figured,strictly anything,socially,sometimes,working on college/university,white,78,20000,student,25JUN12:23:15:00,"san francisco, california","does not have kids, and does not want them",straight,likes dogs and likes cats,christianity and laughing about it,m,virgo,no,"english (fluently), spanish (poorly), german (poorly)",seeing someone,NO,198.12
2184,21,average,mostly anything,socially,never,working on college/university,white,68,0,student,02JUN12:22:49:00,"berkeley, california",does not have kids,straight,likes dogs and likes cats,agnosticism and somewhat serious about it,m,pisces,no,english (fluently),seeing someone,NO,172.72
2185,25,athletic,strictly other,socially,never,working on masters program,"asian, pacific islander",68,0,student,30JUN12:14:35:00,"san francisco, california","does not have kids, but wants them",straight,likes dogs and likes cats,agnosticism but not too serious about it,m,cancer,no,"english (fluently), chinese (fluently), japanese (poorly)",single,NO,172.72
2186,40,curvy,anything,rarely,never,working on college/university,white,66,0,student,28JUN12:09:01:00,"san leandro, california",has a kid,bisexual,likes dogs and has cats,other and very serious about it,f,gemini,no,"english (fluently), spanish (poorly), german (poorly)",available,YES,167.64
2187,32,average,anything,desperately,never,working on college/university,"asian, white",66,0,other,31MAY12:22:57:00,"oakland, california","does not have kids, and does not want them",straight,likes dogs and likes cats,atheism but not too serious about it,f,sagittarius,when drinking,"english (fluently), spanish (okay), french (okay)",single,NO,167.64
2188,56,thin,mostly anything,socially,sometimes,dropped out of college/university,white,71,0,other,30JUN12:11:45:00,"san anselmo, california","has kids, but does not want more",straight,has cats,atheism and laughing about it,m,virgo,no,english,single,YES,180.34
2189,26,average,strictly other,socially,never,working on college/university,white,73,0,other,29JUN12:13:24:00,"san rafael, california","does not have kids, and does not want them",straight,likes dogs and likes cats,agnosticism and laughing about it,m,virgo,yes,"english (fluently), german (poorly)",single,NO,185.42
2190,23,a little extra,mostly anything,socially,never,graduated from college/university,white,69,30000,computer / hardware / software,30JUN12:01:16:00,"san bruno, california","does not have kids, but might want them",straight,has dogs and likes cats,catholicism but not too serious about it,m,leo,no,"english (fluently), spanish (poorly)",single,NO,175.26
2191,24,average,mostly anything,socially,never,graduated from college/university,white,66,0,hospitality / travel,30JUN12:14:36:00,"san francisco, california","does not have kids, but might want them",straight,likes dogs and likes cats,catholicism but not too serious about it,f,gemini,no,"english (fluently), german (poorly)",single,NO,167.64
2192,61,average,mostly anything,socially,never,graduated from masters program,white,69,150000,retired,22OCT11:09:36:00,"san francisco, california",does not want kids,straight,likes dogs,other,m,cancer,no,"english (fluently), spanish (fluently), french (okay), german (poorly)",single,NO,175.26
2193,22,fit,mostly vegetarian,socially,never,working on college/university,white,64,0,artistic / musical / writer,29JUN12:20:32:00,"san leandro, california","does not have kids, but wants them",straight,likes dogs and has cats,catholicism and somewhat serious about it,f,aries,no,"english (fluently), sign language (okay)",single,NO,162.56
2194,33,thin,mostly anything,socially,sometimes,graduated from college/university,white,71,1000000,science / tech / engineering,28JUN12:18:30:00,"san francisco, california","does not have kids, and does not want them",straight,likes cats,agnosticism and laughing about it,m,virgo,no,"english (fluently), japanese (okay)",single,NO,180.34
2195,30,average,mostly anything,socially,never,graduated from ph.d program,white,68,0,banking / financial / real estate,27JUN12:09:09:00,"san francisco, california",does not have kids,straight,likes dogs,agnosticism and laughing about it,m,pisces,no,english (fluently),single,NO,172.72
2196,48,overweight,anything,often,never,graduated from college/university,white,70,150000,entertainment / media,21JUN12:22:09:00,"pacifica, california",has kids,straight,likes dogs and likes cats,judaism but not too serious about it,m,taurus,no,"english (fluently), french (okay), hebrew (poorly)",seeing someone,YES,177.8
2197,27,curvy,mostly anything,socially,never,graduated from college/university,white,69,20000,sales / marketing / biz dev,29FEB12:21:33:00,"berkeley, california","does not have kids, but wants them",straight,likes dogs and likes cats,christianity and somewhat serious about i,f,taurus,no,"english (fluently), sign language (poorly)",seeing someone,NO,175.26
2198,18,athletic,strictly anything,socially,sometimes,working on college/university,white,82,20000,student,04MAY12:04:41:00,"san rafael, california","does not have kids, and does not want them",straight,likes dogs and likes cats,christianity but not too serious about it,m,virgo,sometimes,"english (fluently), german (okay)",single,NO,208.28
2199,30,curvy,anything,not at all,never,graduated from masters program,white,67,20000,student,28JUN12:12:12:00,"oakland, california","does not have kids, but wants them",straight,likes dogs and likes cats,agnosticism but not too serious about it,f,aries,no,"english (fluently), spanish (poorly)",available,NO,170.18
2200,31,average,mostly anything,socially,sometimes,graduated from college/university,white,70,0,other,26JUN12:22:33:00,"castro valley, california","does not have kids, but might want them",straight,has dogs and likes cats,atheism but not too serious about it,m,sagittarius,no,english (poorly),single,NO,177.8
2201,24,average,mostly anything,socially,never,graduated from college/university,white,70,0,science / tech / engineering,30JUN12:08:03:00,"mountain view, california",does not have kids,straight,likes dogs,agnosticism and somewhat serious about it,m,virgo,no,"english (fluently), spanish (poorly)",single,NO,177.8
2202,33,a little extra,mostly anything,socially,never,graduated from high school,asian,69,20000,other,08MAR12:03:19:00,"alameda, california","does not have kids, but might want them",straight,likes dogs and dislikes c,buddhism and somewhat serious about it,m,cancer,no,"english (fluently), chinese (fluently)",single,NO,175.26
2203,28,average,mostly anything,socially,never,graduated from college/university,asian,74,70000,science / tech / engineering,30JUN12:12:55:00,"oakland, california","does not have kids, but wants them",straight,has dogs,agnosticism,m,cancer,no,english (fluently),single,NO,187.96
2204,24,average,mostly anything,socially,never,working on ph.d program,other,64,20000,student,30JUN12:13:04:00,"berkeley, california",does not have kids,straight,likes dogs and likes cats,christianity,f,aquarius,no,english,single,NO,162.56
2205,25,skinny,strictly anything,rarely,never,dropped out of college/university,white,69,0,computer / hardware / software,06DEC11:19:19:00,"richmond, california",does not want kids,gay,likes dogs and likes cats,atheism but not too serious about it,m,virgo,no,"english (fluently), c++ (fluently)",single,NO,175.26
2206,69,average,mostly anything,socially,never,working on space camp,white,66,0,other,30MAY12:15:24:00,"belmont, california",does not want kids,straight,likes dogs and likes cats,christianity and somewhat serious about i,f,scorpio,no,english,single,NO,167.64
2207,27,average,mostly vegetarian,socially,sometimes,graduated from college/university,white,66,0,artistic / musical / writer,30JUN12:07:42:00,"san rafael, california","does not have kids, and does not want them",bisexual,likes dogs and has cats,atheism,f,cancer,sometimes,"english (fluently), french (okay), japanese (okay)",single,NO,167.64
2208,30,athletic,anything,socially,never,graduated from ph.d program,black,66,0,science / tech / engineering,30JUN12:07:30:00,"oakland, california","does not have kids, but might want them",straight,has dogs,christianity,f,leo,no,english,single,NO,167.64
2209,30,fit,mostly anything,socially,sometimes,graduated from college/university,white,74,0,computer / hardware / software,29JUN12:22:42:00,"san francisco, california","does not have kids, and does not want them",straight,likes dogs and likes cats,atheism and laughing about it,m,aries,no,"english (fluently), spanish (okay)",single,NO,187.96
2210,29,curvy,mostly anything,socially,never,working on college/university,white,60,20000,sales / marketing / biz dev,24JAN12:22:30:00,"san francisco, california",does not want kids,gay,has cats,agnosticism,f,aquarius,no,english (fluently),single,NO,152.4
2211,46,average,mostly anything,rarely,never,graduated from college/university,white,66,100000,banking / financial / real estate,28JUN12:15:12:00,"alameda, california","does not have kids, but might want them",straight,has dogs and likes cats,other but not too serious about it,f,aries,no,"english (fluently), spanish (poorly)",single,NO,167.64
2212,22,fit,anything,socially,never,graduated from college/university,asian,64,0,science / tech / engineering,30JUN12:14:41:00,"berkeley, california",does not have kids,straight,likes dogs and likes cats,christianity but not too serious about it,f,sagittarius,no,"english (fluently), chinese (fluently), spanish (poorly)",single,NO,162.56
2213,56,skinny,mostly other,not at all,never,graduated from college/university,white,70,0,other,30JUN12:13:26:00,"berkeley, california",does not want kids,straight,likes dogs,agnosticism and somewhat serious about it,f,capricorn,no,english,single,NO,177.8
2214,43,a little extra,mostly anything,socially,never,dropped out of masters program,white,70,100000,science / tech / engineering,20APR12:12:06:00,"san francisco, california",does not want kids,straight,likes dogs and likes cats,atheism and very serious about it,m,libra,sometimes,"english (fluently), c++ (fluently), danish (fluently), french (okay),",single,NO,177.8
2215,56,athletic,other,socially,never,graduated from masters program,white,69,150000,executive / management,29JUN12:06:31:00,"san francisco, california",has a kid,straight,likes dogs and likes cats,christianity,f,pisces,no,english,single,YES,175.26
2216,21,average,mostly anything,socially,never,working on college/university,hispanic / latin,66,0,hospitality / travel,07APR12:17:00:00,"san francisco, california","does not have kids, but might want them",straight,has dogs,catholicism and somewhat serious about it,f,sagittarius,no,"english (fluently), spanish (fluently)",single,NO,167.64
2217,30,average,mostly anything,socially,never,graduated from college/university,white,72,60000,executive / management,26JUN12:22:02:00,"san francisco, california",does not want kids,straight,likes dogs and likes cats,agnosticism and very serious about it,f,virgo,yes,english,single,NO,182.88
2218,36,full figured,mostly anything,socially,sometimes,graduated from two-year college,"native american, white",65,20000,other,07DEC11:17:14:00,"oakland, california",has a kid,straight,likes dogs and has cats,other but not too serious about it,f,libra,no,english (fluently),single,YES,165.1
2219,27,fit,mostly anything,socially,never,graduated from law school,asian,75,0,law / legal services,22JUN12:00:44:00,"san francisco, california",does not have kids,straight,likes dogs and likes cats,catholicism and laughing about it,m,aquarius,no,"english (fluently), chinese (okay), spanish (poorly)",single,NO,190.5
2220,25,thin,mostly anything,often,sometimes,dropped out of two-year college,"hispanic / latin, white",64,20000,artistic / musical / writer,14FEB12:21:21:00,"san francisco, california","does not have kids, and does not want them",straight,likes dogs and likes cats,atheism and laughing about it,m,virgo,yes,english (fluently),single,NO,162.56
2221,27,fit,mostly vegetarian,socially,sometimes,graduated from college/university,white,71,0,hospitality / travel,11APR12:12:37:00,"san francisco, california","does not have kids, but might want them",straight,likes dogs and likes cats,atheism and laughing about it,f,aries,no,english,available,NO,180.34
2222,27,athletic,mostly anything,socially,never,graduated from college/university,white,74,0,computer / hardware / software,30JUN12:10:35:00,"san francisco, california","does not have kids, but might want them",straight,likes dogs and has cats,agnosticism and somewhat serious about it,m,virgo,no,english (fluently),available,NO,187.96
2223,47,fit,mostly anything,often,sometimes,graduated from college/university,white,72,80000,education / academia,30JUN12:10:39:00,"san francisco, california",has a kid,straight,has cats,atheism but not too serious about it,m,aries,yes,"english, german, french, spanish",single,YES,182.88
2224,27,full figured,mostly anything,socially,never,graduated from two-year college,white,70,30000,entertainment / media,30JUN12:11:27:00,"berkeley, california",does not want kids,straight,likes dogs and likes cats,atheism,m,gemini,no,english,single,NO,177.8
2225,28,fit,mostly vegetarian,socially,never,graduated from med school,white,64,0,medicine / health,28JUN12:20:58:00,"menlo park, california",does not have kids,straight,likes dogs,christianity,f,scorpio,no,"english, spanish",single,NO,162.56
2226,26,athletic,anything,socially,never,working on ph.d program,other,68,0,student,29JUN12:07:58:00,"berkeley, california","does not have kids, but might want them",gay,likes dogs and likes cats,agnosticism and laughing about it,m,cancer,no,english (fluently),single,NO,172.72
2227,27,fit,strictly anything,often,never,graduated from college/university,"hispanic / latin, white",73,60000,science / tech / engineering,19JUN12:23:49:00,"redwood city, california","does not have kids, and does not want them",straight,likes dogs and likes cats,atheism and laughing about it,m,capricorn,no,english (fluently),single,NO,185.42
2228,38,fit,strictly vegetari,rarely,never,graduated from college/university,white,64,100000,medicine / health,22JUN12:07:09:00,"san rafael, california","does not have kids, and does not want them",straight,likes dogs and has cats,agnosticism but not too serious about it,f,capricorn,no,"english (fluently), spanish (poorly)",single,NO,162.56
2229,29,thin,strictly anything,socially,never,graduated from college/university,white,75,0,other,30JUN12:04:01:00,"san francisco, california",does not have kids,straight,likes dogs and likes cats,agnosticism,m,taurus,no,"english, spanish (okay)",single,NO,190.5
2230,24,athletic,mostly anything,often,never,working on college/university,hispanic / latin,74,0,computer / hardware / software,30JUN12:05:24:00,"san francisco, california","does not have kids, but might want them",straight,has dogs and likes cats,catholicism but not too serious about it,m,sagittarius,no,"english (fluently), spanish (fluently)",single,NO,187.96
2231,28,fit,mostly anything,socially,never,graduated from two-year college,white,67,0,medicine / health,29JUN12:14:18:00,"hayward, california",does not have kids,straight,likes dogs and dislikes c,christianity,m,aries,no,english (poorly),single,NO,170.18
2232,26,athletic,strictly anything,desperately,never,working on college/university,white,72,0,other,09JUN12:01:03:00,"san leandro, california",does not have kids,straight,likes dogs,christianity,m,virgo,no,"english, spanish (okay)",single,NO,182.88
2233,38,average,anything,rarely,never,graduated from masters program,asian,68,70000,political / government,20APR12:20:43:00,"san francisco, california",wants kids,straight,has dogs and dislikes cat,christianity but not too serious about it,m,aries,no,"english (fluently), chinese (poorly)",single,YES,172.72
2234,54,athletic,strictly anything,socially,never,graduated from college/university,white,72,0,science / tech / engineering,30JUN12:14:44:00,"san francisco, california",has a kid,straight,likes dogs and has cats,christianity and laughing about it,m,capricorn,no,english,single,YES,182.88
2235,50,average,anything,socially,never,graduated from two-year college,white,72,100000,science / tech / engineering,20JAN12:08:55:00,"fremont, california",has kids,straight,has dogs,christianity but not too serious about it,m,leo,no,english (fluently),single,YES,182.88
2236,35,curvy,strictly anything,socially,never,graduated from masters program,white,64,0,other,27JUN12:16:41:00,"san bruno, california","does not have kids, but might want them",straight,likes dogs and likes cats,other but not too serious about it,f,pisces,no,english,single,NO,162.56
2237,25,a little extra,mostly anything,socially,never,working on college/university,black,62,0,clerical / administrative,29JUN12:18:26:00,"san francisco, california","does not have kids, but wants them",straight,likes dogs and likes cats,christianity,f,libra,no,english (fluently),single,NO,157.48
2238,54,fit,mostly vegan,socially,never,graduated from ph.d program,white,69,0,medicine / health,30JUN12:12:03:00,"berkeley, california",does not want kids,straight,has dogs,other,m,pisces,no,"english (fluently), german (fluently), spanish (okay)",single,NO,175.26
2239,39,curvy,strictly anything,socially,never,graduated from college/university,"hispanic / latin, white",63,0,executive / management,13JUN12:23:13:00,"san francisco, california","does not have kids, but wants them",straight,likes dogs and has cats,catholicism and very serious about it,f,pisces,no,"english (fluently), spanish (fluently)",single,NO,160.02
2240,28,thin,mostly anything,often,sometimes,dropped out of college/university,white,71,80000,artistic / musical / writer,30JUN12:11:25:00,"san francisco, california","does not have kids, but might want them",straight,likes dogs and dislikes c,agnosticism but not too serious about it,m,leo,yes,english (fluently),single,NO,180.34
2241,25,curvy,mostly anything,socially,never,graduated from college/university,white,66,0,other,29JUN12:22:49:00,"san francisco, california",does not have kids,straight,likes dogs and has cats,atheism but not too serious about it,f,libra,no,english (fluently),single,NO,167.64
2242,25,curvy,mostly anything,very often,sometimes,dropped out of high school,white,62,100000,hospitality / travel,12JAN12:22:51:00,"san francisco, california",has a kid,bisexual,likes dogs and has cats,atheism but not too serious about it,f,scorpio,when drinking,english (okay),single,YES,157.48
2243,27,fit,mostly anything,socially,never,graduated from college/university,white,67,0,sales / marketing / biz dev,27JUN12:01:31:00,"san francisco, california",does not have kids,straight,likes dogs and likes cats,agnosticism,f,cancer,no,"english (fluently), spanish (poorly)",single,NO,170.18
2244,42,athletic,mostly vegetarian,socially,never,graduated from college/university,other,63,0,banking / financial / real estate,28JUN12:07:54:00,"benicia, california","has kids, but does not want more",straight,has dogs and has cats,other,f,leo,no,"english (fluently), spanish (fluently), portuguese (okay)",single,YES,160.02
2245,25,athletic,strictly anything,socially,never,working on med school,other,73,0,medicine / health,30JUN12:02:43:00,"san francisco, california","does not have kids, but wants them",straight,likes dogs and likes cats,judaism and somewhat serious about it,m,leo,no,"english (fluently), spanish (okay), french (okay), farsi (fluently), h",single,NO,185.42
2246,32,fit,anything,socially,never,graduated from masters program,indian,67,0,sales / marketing / biz dev,29JUN12:20:14:00,"san francisco, california","does not have kids, but might want them",straight,likes dogs,atheism and laughing about it,m,taurus,no,english,single,NO,170.18
2247,20,average,strictly anything,socially,sometimes,working on college/university,white,72,1000000,student,28JUN12:11:59:00,"berkeley, california","does not have kids, but might want them",straight,likes dogs and likes cats,atheism and somewhat serious about it,m,leo,no,"english, spanish (poorly), tagalog (fluently)",single,NO,182.88
2248,32,average,strictly vegan,socially,never,working on masters program,white,62,0,science / tech / engineering,20JUN12:17:52:00,"oakland, california","does not have kids, but might want them",straight,likes dogs and has cats,atheism and very serious about it,f,aquarius,no,"english (fluently), french (okay), italian (poorly), german (poorly)",single,NO,157.48
2249,28,athletic,anything,rarely,never,graduated from masters program,white,71,60000,education / academia,03JUN12:18:15:00,"mill valley, california",does not have kids,straight,has dogs and likes cats,other and laughing about it,m,virgo,no,english,single,NO,180.34
2250,19,athletic,strictly anything,not at all,never,working on college/university,hispanic / latin,69,20000,student,30JUN12:12:43:00,"san leandro, california","does not have kids, but might want them",straight,has dogs,other and somewhat serious about it,m,aquarius,yes,"english (fluently), spanish (poorly)",single,NO,175.26
2251,26,average,mostly anything,socially,sometimes,graduated from college/university,white,69,0,science / tech / engineering,26JUN12:22:08:00,"albany, california","does not have kids, but might want them",straight,dislikes dogs and dislike,christianity but not too serious about it,m,leo,no,english,single,NO,175.26
2252,32,fit,strictly anything,socially,never,graduated from college/university,white,72,0,computer / hardware / software,30JUN12:00:51:00,"san francisco, california","does not have kids, but wants them",straight,likes dogs,agnosticism and somewhat serious about it,m,gemini,no,english,single,NO,182.88
2253,44,average,mostly anything,socially,never,graduated from ph.d program,white,71,0,science / tech / engineering,29JUN12:22:27:00,"oakland, california",does not have kids,straight,likes dogs and has cats,atheism but not too serious about it,m,gemini,no,"english, german",single,NO,180.34
2254,22,average,mostly anything,not at all,never,graduated from college/university,white,69,0,computer / hardware / software,29JUN12:19:27:00,"lafayette, california","does not have kids, but wants them",straight,likes cats,atheism and very serious about it,m,gemini,no,english (fluently),seeing someone,NO,175.26
2255,32,average,strictly anything,often,sometimes,dropped out of college/university,"hispanic / latin, white",71,0,entertainment / media,24JUN12:18:20:00,"san francisco, california",does not have kids,straight,likes dogs and likes cats,agnosticism but not too serious about it,m,cancer,no,"english (fluently), spanish (poorly)",single,NO,180.34
2256,54,average,mostly anything,socially,never,graduated from masters program,white,66,0,executive / management,30JUN12:05:04:00,"berkeley, california","has kids, but does not want more",straight,has dogs and likes cats,judaism,f,taurus,no,"english (fluently), hebrew (fluently), spanish (okay)",single,YES,167.64
2257,21,used up,strictly other,desperately,sometimes,dropped out of space camp,white,66,20000,student,30JUN12:14:50:00,"san francisco, california","does not have kids, and does not want them",gay,likes dogs and likes cats,other and laughing about it,f,capricorn,yes,"english, spanish (okay)",single,NO,167.64
2258,27,average,vegetarian,socially,sometimes,graduated from college/university,"white, other",72,30000,other,30JUN12:01:47:00,"oakland, california",does not have kids,straight,likes dogs and likes cats,agnosticism and laughing about it,m,virgo,sometimes,english (fluently),single,NO,182.88
2259,37,thin,mostly anything,rarely,sometimes,graduated from college/university,white,69,0,executive / management,10JUN12:14:56:00,"fremont, california","has a kid, and might want more",straight,likes dogs and has cats,catholicism and laughing about it,m,scorpio,yes,"english (fluently), spanish (fluently)",single,YES,175.26
2260,45,athletic,mostly anything,not at all,never,dropped out of college/university,black,72,0,entertainment / media,30JUN12:09:37:00,"oakland, california","has kids, but does not want more",straight,likes dogs,islam but not too serious about it,m,gemini,no,"english (fluently), spanish (poorly)",available,YES,182.88
2261,26,average,strictly vegetari,rarely,never,working on college/university,white,68,0,artistic / musical / writer,24JUN12:20:34:00,"san mateo, california",might want kids,straight,has dogs,christianity and very serious about it,m,leo,no,"english (fluently), spanish (poorly)",single,YES,172.72
2262,21,skinny,anything,socially,never,working on college/university,asian,66,0,student,03NOV11:13:47:00,"san francisco, california",does not want kids,straight,likes dogs,atheism,m,virgo,no,"english, chinese (okay)",single,NO,167.64
2263,26,athletic,mostly anything,socially,never,graduated from college/university,white,70,0,science / tech / engineering,25JUN12:23:06:00,"oakland, california","does not have kids, and does not want them",straight,likes dogs,agnosticism but not too serious about it,m,taurus,no,english,single,NO,177.8
2264,30,athletic,anything,socially,never,graduated from college/university,white,67,0,executive / management,30JUN12:09:32:00,"san francisco, california",does not have kids,straight,has dogs,buddhism,m,gemini,no,"english, spanish (okay), persian (okay)",single,NO,170.18
2265,36,fit,strictly anything,socially,never,graduated from masters program,indian,67,0,sales / marketing / biz dev,30JUN12:13:39:00,"oakland, california","does not have kids, but wants them",straight,likes dogs,hinduism but not too serious about it,m,sagittarius,no,"english (fluently), japanese (poorly), tamil (okay), spanish (poorly)",single,NO,170.18
2266,27,curvy,mostly anything,rarely,never,working on college/university,"asian, pacific islander,",66,30000,artistic / musical / writer,29NOV11:10:43:00,"san leandro, california",has a kid,straight,has dogs and has cats,other and somewhat serious about it,f,gemini,no,"english, tagalog",single,YES,167.64
2267,28,a little extra,mostly anything,socially,never,graduated from high school,black,67,0,other,21FEB12:09:17:00,"rodeo, california",has kids,straight,likes dogs and likes cats,other and very serious about it,f,pisces,no,english (fluently),single,YES,170.18
2268,28,a little extra,mostly anything,socially,never,graduated from high school,black,67,20000,other,28JUN12:00:47:00,"rodeo, california","has kids, and wants more",straight,dislikes cats,other and very serious about it,f,pisces,no,english,single,YES,170.18
2269,33,average,mostly anything,socially,never,graduated from college/university,white,66,0,other,24JUN12:19:49:00,"san francisco, california","does not have kids, but might want them",straight,likes dogs and likes cats,other,f,aquarius,no,english,single,NO,167.64
2270,53,fit,mostly vegetarian,socially,never,working on masters program,white,65,0,other,30JUN12:09:04:00,"el cerrito, california",has a kid,straight,has dogs and has cats,other and somewhat serious about it,f,cancer,no,english,single,YES,165.1
2271,25,athletic,mostly anything,socially,sometimes,working on college/university,white,70,50000,banking / financial / real estate,27JUN12:21:47:00,"novato, california","does not have kids, but wants them",straight,likes dogs and has cats,atheism and laughing about it,m,cancer,no,english (fluently),single,NO,177.8
2272,29,average,mostly anything,socially,never,graduated from college/university,white,72,0,entertainment / media,30JUN12:13:26:00,"san francisco, california","does not have kids, but might want them",straight,likes dogs,other and laughing about it,m,capricorn,when drinking,"english (fluently), ancient greek (poorly), latin (poorly), spanish (o",single,NO,182.88
